bill_id,official_title,short_title,policy_area,subjects,category_step1,reason_step1,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
hr1397-113,"To create jobs and reinvest in communities through the rehabilitation of abandoned and foreclosed residential and commercial properties, and for other purposes.",Project Rebuild Act of 2013,Housing and Community Development,Appropriations|Buy American requirements|Employee hiring|Fraud offenses and financial crimes|Housing and community development funding|Housing finance and home ownership|Housing supply and affordability|Labor standards|Low- and moderate-income housing|Property rights|Public contracts and procurement|Residential rehabilitation and home repair|Rural conditions and development|Urban and suburban affairs and development|Wages and earnings,1.0,"The bill mandates that contractors and subcontractors on federally-assisted projects pay laborers and mechanics wages at locally prevailing rates under the Davis-Bacon Act, directly regulating private employer wage obligations.",,,,"The bill primarily focuses on housing and community development through the rehabilitation of properties and does not directly impose new obligations on private employers regarding wage, hour, or benefits compliance; the mention of prevailing wage requirements under the Davis-Bacon Act is incidental to the bill's central purpose.",1,enforcement,wage_hour,"The bill imposes Davis-Bacon Act prevailing wage requirements on contractors and subcontractors performing federally-assisted property rehabilitation work, directly regulating private employer wage obligations on covered projects.",,,,"Although the bill includes a Davis-Bacon prevailing wage requirement for federally-assisted projects, its central purpose is housing and community development through rehabilitation of abandoned and foreclosed properties; the wage provisions are incidental conditions attached to federal funding, not the bill's primary subject."
hr515-113,To amend the Family and Medical Leave Act of 1993 to provide leave because of the death of a son or daughter.,Parental Bereavement Act of 2013,Labor and Employment,"Employee leave|Family relationships|Government employee pay, benefits, personnel management|Teaching, teachers, curricula",1.0,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected family leave.",1,enforcement,wage_hour,"The bill amends the FMLA to provide leave for the death of a child, directly imposing new leave obligations on private employers.",1,enforcement,wage_hour,"Amends the FMLA to create a new mandatory bereavement leave entitlement for private employers when an employee's son or daughter dies, directly expanding employer leave obligations.",1,enforcement,wage_hour,"The bill amends the Family and Medical Leave Act to create a new mandatory leave entitlement for private employers when an employee experiences the death of a son or daughter, directly expanding private employer leave obligations under FMLA."
s1076-115,"A bill to amend the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to modify certain provisions relating to multiemployer pensions, and for other purposes.",Keep Our Pension Promises Act,Labor and Employment,"Art, artists, authorship|Bankruptcy|Employee benefits and pensions|Income tax deferral|Income tax exclusion|Pension Benefit Guaranty Corporation",1.0,"The bill amends ERISA to restore anti-cutback provisions for multiemployer pension plans and assigns priority to pension obligations in bankruptcy, directly regulating private employer obligations regarding employee retirement benefits.",1,enforcement,pension,"The bill strengthens protections for multiemployer pension plans by repealing the elimination of anti-cutback provisions and modifying ERISA procedures, directly imposing obligations on private employers as plan sponsors.",1,enforcement,pension,"The bill directly strengthens private employer pension obligations by repealing benefit cutback provisions, modifying partition procedures for multiemployer plans, and elevating pension obligations in bankruptcy priority—all core ERISA employer-sponsor requirements.",1,enforcement,pension,"The bill amends ERISA to restore pension anti-cutback provisions prohibiting reductions in multiemployer pension plan benefits, modifies partition procedures for financially-troubled plans, imposes new limits on retirement plan contributions and distributions for high-balance accounts, and elevates pension obligations in bankruptcy priority — all directly imposing or strengthening obligations on private employers as pension plan sponsors."
hr4764-111,To amend the Internal Revenue Code of 1986 to make employers of spouses of military personnel eligible for the work opportunity credit.,Military Spouses Employment Act,Taxation,Income tax credits|Marriage and family status|Military personnel and dependents|Wages and earnings,1.0,"The bill introduces a tax incentive for private employers to hire military spouses, which aligns with the category's inclusion of tax credits that encourage or discourage employer conduct related to wages and employment.",,,,"The bill offers a tax credit for hiring military spouses, which incentivizes hiring decisions but does not directly impose wage, hour, or benefit obligations on private employers.",,,,"This bill offers a general tax credit for hiring spouses of military personnel, which incentivizes hiring decisions rather than regulating employer wage, hour, or benefit compliance obligations.",,,,"This bill expands the work opportunity tax credit to include military spouses as a targeted group, which is a tax credit for hiring workers from a specific group — this incentivizes hiring decisions, not wage or benefit compliance, and thus does not qualify."
s4012-111,A bill to improve the employability of older Americans.,Incentives for Older Workers Act,Labor and Employment,Aging|Employee benefits and pensions|Employment and training programs|Employment discrimination and employee rights|Social security and elderly assistance|Wages and earnings,1.0,"The bill amends ERISA to prohibit private employers from reducing pension benefits for employees in phased retirement, directly regulating employer obligations regarding employee retirement benefits.",1,enforcement,pension,"The bill amends ERISA to prohibit benefit reductions for employees in phased retirement, directly imposing obligations on private employers as pension plan sponsors.",1,enforcement,pension,"The bill primarily amends ERISA and IRC to impose new obligations on private employers as sponsors of defined benefit pension plans, including prohibiting benefit reductions during phased retirement and modifying normal retirement age definitions, which directly regulate employer pension plan conduct.",1,enforcement,pension,"The bill amends ERISA to impose new obligations on private employers regarding defined benefit pension plans, specifically prohibiting reduction in benefits for employees in phased retirement and modifying normal retirement age definitions, which directly regulates private employer pension plan conduct."
hr4064-113,To amend the Internal Revenue Code of 1986 to provide that the individual health insurance mandate not apply until the employer health insurance mandate is enforced without exceptions.,FAIR Act of 2014,Taxation,"Comprehensive health care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Tax administration and collection, taxpayers",1.0,"The bill addresses the enforcement of the employer mandate to provide health care coverage, which directly relates to private employer obligations regarding employer-sponsored group health benefit plans.",,,,"The bill primarily addresses the timing of the individual health insurance mandate relative to the employer mandate, without imposing new obligations on private employers regarding wage, hour, or benefits.",,,,"The bill's primary subject is the individual mandate under the ACA (a requirement on individuals to purchase insurance), not private employer wage, hour, or benefit obligations; although it references the employer mandate, it does not impose, modify, or enforce any obligation on private employers themselves.",1,enforcement,healthcare,"The bill directly addresses the ACA employer mandate by conditioning the individual mandate on full enforcement of the employer health insurance mandate without exceptions, thereby affecting the stringency and enforcement of private employer obligations to provide health care coverage to employees."
hr682-112,To amend the Internal Revenue Code of 1986 to increase the contribution limits to dependent care flexible spending accounts and to provide for a carryover of unused dependent care benefits.,,Taxation,Adult day care|Child care and development|Employee benefits and pensions|Income tax deferral,1.0,"The bill modifies tax-advantaged employee benefit structures (dependent care FSAs) for private employers, directly affecting employer-sponsored welfare benefit plan obligations and incentives.",,,,"The bill primarily addresses tax treatment of dependent care flexible spending accounts, which is a tax policy matter, not a regulation of private employer wage, hour, or benefit obligations.",,,,"This bill offers employers and employees a tax benefit (increased contribution limits and carryover provisions for dependent care FSAs) unrelated to mandatory wage, hour, or benefit obligations; it is general tax and family policy, not regulation of private employer wage or benefit conduct.",,,,"This bill modifies the tax treatment of dependent care flexible spending accounts by increasing contribution limits and allowing carryovers — these are adjustments to optional tax-advantaged benefit features, not new mandatory obligations imposed on private employers regarding wages, hours, or benefits."
hr1-113,To amend the Internal Revenue Code of 1986 to provide for comprehensive tax reform.,Tax Reform Act of 2014,Taxation,"Accidents|Accounting and auditing|Administrative law and regulatory procedures|Adoption and foster care|Advisory bodies|Air quality|Alternative and renewable resources|Aviation and airports|Bank accounts, deposits, capital|Books and print media|Building construction|Business expenses|Business investment and capital|Capital gains tax|Caribbean area|Charitable contributions|Child care and development|Civil actions and liability|Coal|Competition and antitrust|Contracts and agency|Corporate finance and management|Department of the Treasury|Economic development|Electric power generation and transmission|Employee benefits and pensions|Employee hiring|Employment taxes|Endangered and threatened species|Energy efficiency and conservation|Environmental technology|Farmland|Foreign and international corporations|Foreign labor|Forests, forestry, trees|Gambling|General taxation matters|Government employee pay, benefits, personnel management|Government studies and investigations|Government trust funds|Great Plains|Hazardous wastes and toxic substances|Health care costs and insurance|Health technology, devices, supplies|Higher education|Housing finance and home ownership|Hybrid, electric, and advanced technology vehicles|Income tax credits|Income tax deductions|Income tax exclusion|Income tax rates|Indian social and development programs|Industrial facilities|Inflation and prices|Insurance industry and regulation|Intellectual property|Interest, dividends, interest rates|Internal Revenue Service (IRS)|Judges|Land transfers|Land use and conservation|Lawyers and legal services|Life, casualty, property insurance|Low- and moderate-income housing|Marine and inland water transportation|Marketing and advertising",1.0,"The bill revises tax treatment for employer-provided retirement plans and SIMPLE 401(k)s, directly affecting private employer obligations regarding employee pension and retirement benefits.",,,,"The bill primarily focuses on comprehensive tax reform, including changes to individual and corporate tax rates, deductions, and credits, without imposing new mandatory obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This comprehensive tax reform bill primarily restructures the Internal Revenue Code across individual and corporate taxation; while it mentions employee benefits, pensions, and various tax credits incidentally, its central purpose is broad tax policy reform rather than imposing specific wage, hour, or benefit obligations on private employers.",API error,API error,API error,API error
hr176-115,"To amend the Internal Revenue Code of 1986 to clarify that wages paid to unauthorized aliens may not be deducted from gross income, and for other purposes.",New IDEA Act,Taxation,"Border security and unlawful immigration|Employee benefits and pensions|Evidence and witnesses|Foreign labor|Government information and archives|Income tax deductions|Tax administration and collection, taxpayers|Wages and earnings",1.0,"The bill regulates private employer obligations regarding wages and benefits by denying tax deductions for compensation paid to unauthorized aliens and mandating E-Verify usage, directly impacting how employers manage wage payments and employment eligibility verification.",,,,"The bill primarily addresses tax deductions related to wages paid to unauthorized aliens and immigration verification processes, not private employer wage, hour, or benefit obligations.",,,,"This bill's primary subject is immigration enforcement through tax policy—denying deductions for wages paid to unauthorized aliens and mandating E-Verify participation—rather than regulating private employer wage, hour, or benefit obligations; the wage references are incidental to its immigration control purpose.",,,,"This bill's primary purpose is immigration enforcement and tax policy related to unauthorized aliens — it denies tax deductions for wages paid to unauthorized workers and mandates E-Verify participation. It does not impose new wage, hour, or benefit obligations on private employers regarding their employees; rather, it removes a tax benefit and addresses immigration compliance, which falls outside the Wage Hour & Benefits category."
s2410-115,A bill to amend the Internal Revenue Code of 1986 to permit high deductible health plans to provide chronic disease prevention services to plan enrollees prior to satisfying their plan deductible.,Chronic Disease Management Act of 2018,Taxation,,1.0,"The bill amends the Internal Revenue Code to modify the requirements for High Deductible Health Plans (HDHPs) and Health Savings Accounts (HSAs), directly regulating the structure and coverage obligations of employer-sponsored group health benefit plans.",,,,"The bill primarily addresses tax policy related to health savings accounts and does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This bill modifies the tax treatment and permissible features of high deductible health plans paired with HSAs, but does not impose new mandatory obligations on private employers as plan sponsors; it merely expands optional plan design flexibility.",,,,This bill modifies the tax treatment of high deductible health plans associated with HSAs by allowing pre-deductible chronic disease coverage; it adjusts optional plan features and tax rules rather than imposing new mandatory obligations on private employers as plan sponsors.
s176-115,"A bill to amend the Surface Mining Control and Reclamation Act of 1977 to transfer certain funds to the Multiemployer Health Benefit Plan, and for other purposes.",HELP for Coal Miners Health Care Act of 2017,Labor and Employment,Administrative law and regulatory procedures|Coal|Congressional oversight|Employee benefits and pensions|Government studies and investigations|Health care costs and insurance|Mining,1.0,"The bill addresses employer obligations regarding multiemployer health benefit plans for coal miners by amending funding mechanisms and repealing premium payment requirements for private signatories to labor agreements, directly impacting private employer benefit liabilities.",,,,"The bill primarily addresses the transfer of funds to a health benefit plan for retired coal miners, which is related to government funding and not private employer obligations.",,,,"This bill finances a government trust fund (the Multiemployer Health Benefit Plan for retired coal miners) through transfers from federal reclamation funds, rather than imposing wage, hour, or benefit obligations on private employers; it addresses fund solvency, not private employer conduct.",,,,"This bill primarily addresses the financing of a government trust fund (Abandoned Mine Reclamation Fund) and transfers to the Multiemployer Health Benefit Plan for retired coal miners, while repealing employer premium obligations — it concerns fund solvency and government benefit program mechanics rather than imposing new private employer wage, hour, or benefit obligations."
hr5727-112,"To rebuild the American middle class by creating jobs, investing in our future, building opportunity for working families, and restoring balance to the tax code.",Rebuild America Act,Economics and Public Finance,"Administrative law and regulatory procedures|Advanced technology and technological innovations|Advisory bodies|Aging|Alternative and renewable resources|Army Corps of Engineers|Aviation and airports|Bankruptcy|Business investment and capital|Capital gains tax|Census and government statistics|Child care and development|Civil actions and liability|Community life and organization|Competitiveness, trade promotion, trade deficits|Congressional agencies|Congressional officers and employees|Congressional oversight|Contracts and agency|Corporate finance and management|Department of Labor|Department of the Treasury|Disability and paralysis|Domestic violence and child abuse|Economic development|Education programs funding|Educational facilities and institutions|Elementary and secondary education|Emergency planning and evacuation|Employee benefits and pensions|Employee hiring|Employee leave|Employment and training programs|Employment discrimination and employee rights|Employment taxes|Energy assistance for the poor and aged|Energy efficiency and conservation|Environmental health|Environmental regulatory procedures|Financial crises and stabilization|Financial services and investments|First responders and emergency personnel|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Government lending and loan guarantees|Government liability|Government studies and investigations|Government trust funds|Housing and community development funding|Human rights|Income tax credits|Income tax rates|Inflation and prices|Infrastructure development|International monetary system and foreign exchange|Labor-management relations|Law enforcement administration and funding|Law enforcement officers|Library of Congress|Manufacturing|Pension Benefit Guaranty Corporation|Poverty and welfare assistance|Preschool education|Public transit|Research and development",1.0,"The bill amends the Fair Labor Standards Act to increase the minimum wage and revise overtime pay thresholds, and mandates paid sick leave for private sector employees, directly regulating private employer wage and benefit obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to increase the minimum wage and revise salary thresholds for overtime pay, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"The bill directly strengthens private employer wage and hour obligations by increasing the minimum wage, revising overtime salary thresholds under the FLSA, and establishing paid sick leave requirements under the Healthy Families Act.",API error,API error,API error,API error
hr1534-112,"To amend the Internal Revenue Code of 1986 to encourage retirement savings by modifying requirements with respect to employer-established IRAs, and for other purposes.",SAVE Act of 2011,Taxation,"Administrative law and regulatory procedures|Consumer affairs|Department of Labor|Department of the Treasury|Elementary and secondary education|Employee benefits and pensions|Financial literacy|Income tax credits|Income tax deductions|Income tax deferral|Sales and excise taxes|Small business|Teaching, teachers, curricula",1.0,"The bill amends ERISA and the Internal Revenue Code to modify requirements for employer-established retirement plans, including SIMPLE IRAs and automatic deferral provisions, which directly regulates private employer obligations regarding employee pension and retirement benefits.",1,enforcement,pension,"The bill amends ERISA to impose new disclosure obligations on private employers as plan sponsors, directly affecting employer obligations related to retirement benefit plans.",,,,"The bill primarily modifies optional features of employer-sponsored retirement plans (e.g., SIMPLE IRA rollover rules, withdrawal penalties, flexible spending arrangement transfers) and creates tax incentives for small employers to adopt retirement plans, but does not impose new mandatory obligations on private employers as plan sponsors; these are voluntary plan design options and tax benefits, not employer conduct requirements.",1,enforcement,pension,"The bill amends ERISA and the Internal Revenue Code to establish automatic deferral IRAs, create multiple small employer retirement plans with automatic employee contributions, require lifetime income disclosures from pension plans, and permit payroll deduction plans — these provisions impose new mandatory obligations on private employers as plan sponsors regarding retirement benefits, qualifying as pension-related employer obligations under Wage Hour & Benefits."
hr557-114,"To amend the Internal Revenue Code of 1986 to modify safe harbor requirements applicable to automatic contribution arrangements, and for other purposes.",Retirement Security Act of 2015,Taxation,"Administrative law and regulatory procedures|Department of the Treasury|Employee benefits and pensions|Financial services and investments|Income tax credits|Small business|Tax administration and collection, taxpayers",1.0,"The bill amends ERISA and the Internal Revenue Code to modify requirements for employer-sponsored pension benefit plans, including multiple employer plans and automatic contribution arrangements, which directly relates to private employer obligations regarding retirement benefits.",1,enforcement,pension,"The bill amends ERISA to modify employer obligations related to pension benefit plans, including nondiscrimination and matching contribution requirements, directly affecting private employer pension obligations.",1,enforcement,pension,"The bill modifies ERISA and Internal Revenue Code requirements governing private employer pension benefit plans, including automatic contribution arrangements, matching contribution obligations, and multiple employer plan participation rules, thereby directly affecting private employer retirement benefit obligations.",API error,API error,API error,API error
s305-114,A bill to protect American job creation by striking the Federal mandate on employers to offer health insurance.,American Job Protection Act,Health,Business records|Comprehensive health care|Employee benefits and pensions|Government information and archives|Health care costs and insurance|Health care coverage and access|Sales and excise taxes|Wages and earnings,1.0,The bill directly addresses private employer obligations regarding employer-sponsored group health benefit plans by repealing the mandate and associated penalties for large employers to offer coverage.,1,enforcement,healthcare,"The bill repeals the ACA employer mandate, directly affecting private employer obligations to provide health insurance coverage.",1,enforcement,healthcare,"Repeals the ACA employer mandate requiring large employers to offer minimum essential health coverage to full-time employees, directly weakening private employer health benefit obligations under federal law.",1,enforcement,healthcare,"The bill repeals the ACA employer mandate requiring large private employers to offer minimum essential health insurance coverage to full-time employees and eliminates associated reporting requirements, directly weakening private employer obligations regarding employer-sponsored group health plans."
s150-112,"A bill to promote labor force participation of older Americans, with the goals of increasing retirement security, reducing the projected shortage of experienced workers, maintaining future economic growth, and improving the Nation's fiscal outlook.",Health Care and Training for Older Workers Act,Health,Aging|Disability assistance|Employment and training programs|Health care costs and insurance|Health care coverage and access|Performance measurement,1.0,"The bill amends ERISA to extend COBRA continuation coverage obligations for older workers, directly regulating private employer responsibilities regarding employee health benefits.",1,enforcement,healthcare,"The bill amends ERISA to extend COBRA continuation coverage for older workers, directly imposing obligations on private employers as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA to extend COBRA continuation coverage obligations for older workers, directly imposing healthcare benefit continuation requirements on private employers as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA to extend COBRA continuation coverage obligations for certain older workers, directly imposing new requirements on private employers as sponsors of group health plans regarding the duration of health benefit continuation coverage."
